what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970519815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970521736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970522924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970550375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775970553040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970555855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970557207
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1775970557473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970557549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970559110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970562993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970563020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775970567351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972582593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972583821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972586712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972586990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972628654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972629720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972736061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972738157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972790767
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775972794287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972795982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972796536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972796783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972797841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972798763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972800056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972800739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972801691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972802384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972803111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972803361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972805629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972809517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972813120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972814160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972885239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972886103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972886502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972886980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972887744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972895896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972902738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972904171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972906009
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775972914419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972916776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972917919
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1775972918189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775972919618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982462033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982462412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982474600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982476316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982482453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982482764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982655016
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775982655791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982656399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982674649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982675110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982691523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982694435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982743070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982743538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982744260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982744662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982745747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982746741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982854840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982856058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982859717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982860877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982862762
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775982863554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982866066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982866169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982866741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982868866
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775982876887
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775982877512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982879968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982881811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982881827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982885251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982916900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982920629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982924675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982925756
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1775982926027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982929738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982929763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775982931393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983274023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983287864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983289010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1775983289020
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983295658
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775983297218
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983297609
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775983297769
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983298189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1775983298650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1775983299161
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775983301268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983307001
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983308462
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1775983308482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983308526
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1775983308558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1775983308558
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983308589
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983308656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983310913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983327614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983330899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983333031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983333320
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983333405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983333447
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1775983333447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983333511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1775983334513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1775983335631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1775983336957
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1775983337322
